AAPL,2019-01-30T07:00:00Z,163,163.44,156.25,162.68
SBER,2019-01-30T07:00:00Z,213.8,214.14,213.1,213.17
AMZN,2019-01-30T07:00:00Z,1602.5,1602.5,1602.5,1602.5
AAPL,2019-01-30T07:05:00Z,161.01,162.49,161.01,161.46
SBER,2019-01-30T07:05:00Z,213.17,213.8,213.17,213.75
AMZN,2019-01-30T07:05:00Z,1601.01,1601.01,1601.01,1601.01
AAPL,2019-01-30T07:10:00Z,161.46,162,161.46,161.54
SBER,2019-01-30T07:10:00Z,213.78,214.37,213.71,214.1
AMZN,2019-01-30T07:10:00Z,1608.5,1608.51,1608.5,1608.51
AAPL,2019-01-30T07:15:00Z,161.97,162,161.56,161.75
SBER,2019-01-30T07:15:00Z,214.1,214.2,213.6,213.68
AMZN,2019-01-30T07:15:00Z,1609.13,1612,1609.13,1611.95
AAPL,2019-01-30T07:20:00Z,161.75,162,161.55,161.55
SBER,2019-01-30T07:20:00Z,213.65,213.98,213.5,213.71
AMZN,2019-01-30T07:20:00Z,1611.99,1616.22,1611.99,1615.99
AAPL,2019-01-30T07:25:00Z,161.99,162,161.58,161.61
SBER,2019-01-30T07:25:00Z,213.71,213.8,213.34,213.35
AMZN,2019-01-30T07:25:00Z,1615.99,1615.99,1615.99,1615.99
AAPL,2019-01-30T07:30:00Z,161.68,162,161.61,161.75
SBER,2019-01-30T07:30:00Z,213.38,213.65,213.32,213.5
AMZN,2019-01-30T07:30:00Z,1614.09,1621.34,1614.09,1621.34
AAPL,2019-01-30T07:35:00Z,161.75,162,161.58,161.67
SBER,2019-01-30T07:35:00Z,213.5,214.05,213.33,213.99
AMZN,2019-01-30T07:35:00Z,1618.63,1619.95,1618.58,1618.58
AAPL,2019-01-30T07:40:00Z,161.67,161.99,161.67,161.68
SBER,2019-01-30T07:40:00Z,213.98,214.62,213.91,214.54
AMZN,2019-01-30T07:40:00Z,1618.58,1618.58,1618.58,1618.58
AAPL,2019-01-30T07:45:00Z,161.68,162,161.68,162
SBER,2019-01-30T07:45:00Z,214.5,214.85,214.5,214.54
AAPL,2019-01-30T07:50:00Z,161.68,162,161.58,162
SBER,2019-01-30T07:50:00Z,214.53,214.75,214.4,214.75
AMZN,2019-01-30T07:50:00Z,1618.58,1618.58,1618.58,1618.58
AAPL,2019-01-30T07:55:00Z,162,162.48,162,162
SBER,2019-01-30T07:55:00Z,214.74,215.08,214.7,214.84
AMZN,2019-01-30T07:55:00Z,1618.5,1620.86,1618.5,1620.86
AAPL,2019-01-30T08:00:00Z,162.49,162.58,161.68,162.21
SBER,2019-01-30T08:00:00Z,214.84,215,214.31,214.4
AMZN,2019-01-30T08:00:00Z,1618.6,1618.6,1618.5,1618.5
AAPL,2019-01-30T08:05:00Z,162.49,162.49,161.81,161.81
SBER,2019-01-30T08:05:00Z,214.4,214.55,214.3,214.46
AMZN,2019-01-30T08:05:00Z,1618.5,1618.5,1618.5,1618.5
AAPL,2019-01-30T08:10:00Z,161.92,162.4,161.71,161.81
SBER,2019-01-30T08:10:00Z,214.45,214.79,214.3,214.5
AMZN,2019-01-30T08:10:00Z,1618.6,1618.6,1618.6,1618.6
AAPL,2019-01-30T08:15:00Z,162.49,162.58,161.8,162.39
SBER,2019-01-30T08:15:00Z,214.54,215.39,214.54,214.85
AMZN,2019-01-30T08:15:00Z,1620.2,1620.2,1620.2,1620.2
AAPL,2019-01-30T08:20:00Z,161.8,161.81,161.6,161.81
SBER,2019-01-30T08:20:00Z,214.84,215.2,214.81,215.18
AAPL,2019-01-30T08:25:00Z,161.57,161.85,161.55,161.55
SBER,2019-01-30T08:25:00Z,215.19,215.32,214.9,215.3
AAPL,2019-01-30T08:30:00Z,161.56,161.56,161.56,161.56
SBER,2019-01-30T08:30:00Z,215.32,215.7,215.31,215.59
AMZN,2019-01-30T08:30:00Z,1615,1615,1615,1615
AAPL,2019-01-30T08:35:00Z,161.94,161.99,161.58,161.99
SBER,2019-01-30T08:35:00Z,215.59,215.6,214.93,215
AMZN,2019-01-30T08:35:00Z,1618.07,1618.07,1618.07,1618.07
AAPL,2019-01-30T08:40:00Z,161.65,161.99,161.65,161.66
SBER,2019-01-30T08:40:00Z,215,215.45,214.91,215.2
AMZN,2019-01-30T08:40:00Z,1620.19,1620.19,1620.19,1620.19
AAPL,2019-01-30T08:45:00Z,161.67,161.99,161.67,161.99
SBER,2019-01-30T08:45:00Z,215.25,215.55,215.15,215.34
AMZN,2019-01-30T08:45:00Z,1620.19,1620.19,1620.19,1620.19
AAPL,2019-01-30T08:50:00Z,161.58,162,161.58,161.58
SBER,2019-01-30T08:50:00Z,215.39,215.54,215.31,215.49
AAPL,2019-01-30T08:55:00Z,162,162,161.67,161.67
SBER,2019-01-30T08:55:00Z,215.47,215.5,215.01,215.22
AAPL,2019-01-30T09:00:00Z,162,162.6,162,162.5
SBER,2019-01-30T09:00:00Z,215.2,215.28,214.31,214.56
AMZN,2019-01-30T09:00:00Z,1615.16,1620.2,1615.15,1620.2
AAPL,2019-01-30T09:05:00Z,162.45,162.67,162.45,162.67
SBER,2019-01-30T09:05:00Z,214.55,215,214.46,214.94
AAPL,2019-01-30T09:10:00Z,162.01,162.67,162.01,162.15
SBER,2019-01-30T09:10:00Z,214.9,214.94,214.41,214.63
AAPL,2019-01-30T09:15:00Z,162.23,162.8,162.23,162.42
SBER,2019-01-30T09:15:00Z,214.6,214.77,214.54,214.62
AMZN,2019-01-30T09:15:00Z,1616.83,1616.83,1616.83,1616.83
AAPL,2019-01-30T09:20:00Z,162.65,162.65,161.81,162.6
SBER,2019-01-30T09:20:00Z,214.69,214.69,214.56,214.59
AAPL,2019-01-30T09:25:00Z,162.62,162.68,161.73,162.65
SBER,2019-01-30T09:25:00Z,214.59,214.76,214.53,214.53
AAPL,2019-01-30T09:30:00Z,162.65,162.7,162.44,162.44
SBER,2019-01-30T09:30:00Z,214.53,214.53,213.61,213.72
AMZN,2019-01-30T09:30:00Z,1620,1620.2,1620,1620.2
AAPL,2019-01-30T09:35:00Z,162.51,162.88,162.51,162.51
SBER,2019-01-30T09:35:00Z,213.72,213.88,213.35,213.8
AMZN,2019-01-30T09:35:00Z,1621,1621,1621,1621
AAPL,2019-01-30T09:40:00Z,162.5,162.52,162.5,162.52
SBER,2019-01-30T09:40:00Z,213.82,213.89,213.71,213.83
AAPL,2019-01-30T09:45:00Z,162.5,162.51,162.01,162.01
SBER,2019-01-30T09:45:00Z,213.81,213.87,213.55,213.7
AAPL,2019-01-30T09:50:00Z,162.51,162.51,162.16,162.16
SBER,2019-01-30T09:50:00Z,213.62,214,213.56,213.94
AMZN,2019-01-30T09:50:00Z,1620.97,1620.97,1620.97,1620.97
AAPL,2019-01-30T09:55:00Z,162.39,162.49,161.68,162.28
SBER,2019-01-30T09:55:00Z,213.94,214.23,213.9,213.99
AAPL,2019-01-30T10:00:00Z,162.28,162.59,162.28,162.5
SBER,2019-01-30T10:00:00Z,214,214.37,213.93,214.31
AMZN,2019-01-30T10:00:00Z,1620.85,1620.85,1620.85,1620.85
AAPL,2019-01-30T10:05:00Z,162.59,162.69,162.11,162.22
SBER,2019-01-30T10:05:00Z,214.33,214.53,214.25,214.39
AAPL,2019-01-30T10:10:00Z,162.6,162.7,161.98,162.7
SBER,2019-01-30T10:10:00Z,214.46,214.55,214.13,214.23
AAPL,2019-01-30T10:15:00Z,162.7,162.88,162.1,162.17
SBER,2019-01-30T10:15:00Z,214.24,214.24,213.81,214.05
AAPL,2019-01-30T10:20:00Z,162.26,163.12,162.26,163.12
SBER,2019-01-30T10:20:00Z,214.01,214.15,213.84,213.85
AMZN,2019-01-30T10:20:00Z,1618.74,1618.74,1618.74,1618.74
AAPL,2019-01-30T10:25:00Z,162.94,163.2,162.94,163.04
SBER,2019-01-30T10:25:00Z,213.82,213.86,213.65,213.73
AMZN,2019-01-30T10:25:00Z,1618.88,1618.94,1618.88,1618.94
AAPL,2019-01-30T10:30:00Z,163.04,163.35,163.04,163.06
SBER,2019-01-30T10:30:00Z,213.8,213.85,213.65,213.79
AMZN,2019-01-30T10:30:00Z,1619.12,1619.12,1619.12,1619.12
AAPL,2019-01-30T10:35:00Z,163.38,163.38,163.12,163.12
SBER,2019-01-30T10:35:00Z,213.75,213.85,213.7,213.75
AAPL,2019-01-30T10:40:00Z,163.4,163.64,163.4,163.62
SBER,2019-01-30T10:40:00Z,213.71,214,213.7,213.97
AAPL,2019-01-30T10:45:00Z,163.61,163.61,163.55,163.59
SBER,2019-01-30T10:45:00Z,213.94,213.95,213.75,213.75
AAPL,2019-01-30T10:50:00Z,163.4,163.58,163.3,163.39
SBER,2019-01-30T10:50:00Z,213.83,214,213.77,213.98
AMZN,2019-01-30T10:50:00Z,1619.89,1619.89,1619.89,1619.89
AAPL,2019-01-30T10:55:00Z,163.36,163.47,163.27,163.27
SBER,2019-01-30T10:55:00Z,213.9,214.3,213.89,214.23
AAPL,2019-01-30T11:00:00Z,163.4,163.41,163.3,163.41
SBER,2019-01-30T11:00:00Z,214.23,214.27,213.84,213.91
AAPL,2019-01-30T11:05:00Z,163.4,163.46,163.34,163.38
SBER,2019-01-30T11:05:00Z,213.89,214.11,213.8,213.88
AMZN,2019-01-30T11:05:00Z,1620.95,1620.95,1620.95,1620.95
AAPL,2019-01-30T11:10:00Z,163.27,163.27,163.13,163.13
SBER,2019-01-30T11:10:00Z,213.93,214.54,213.83,214.5
AAPL,2019-01-30T11:15:00Z,163.13,163.25,163.08,163.25
SBER,2019-01-30T11:15:00Z,214.5,214.84,214.36,214.81
AAPL,2019-01-30T11:20:00Z,163.03,163.13,163.01,163.01
SBER,2019-01-30T11:20:00Z,214.8,214.83,214.45,214.62
AAPL,2019-01-30T11:25:00Z,163.07,163.1,163.02,163.02
SBER,2019-01-30T11:25:00Z,214.61,214.84,214.6,214.79
AAPL,2019-01-30T11:30:00Z,163.04,163.2,163.04,163.2
SBER,2019-01-30T11:30:00Z,214.8,214.8,214.45,214.61
AMZN,2019-01-30T11:30:00Z,1618.99,1618.99,1617.92,1617.92
AAPL,2019-01-30T11:35:00Z,163.19,163.19,163.19,163.19
SBER,2019-01-30T11:35:00Z,214.61,214.67,214.41,214.53
AMZN,2019-01-30T11:35:00Z,1617.25,1617.25,1617.25,1617.25
AAPL,2019-01-30T11:40:00Z,163.19,163.19,163.01,163.18
SBER,2019-01-30T11:40:00Z,214.59,214.85,214.52,214.81
AMZN,2019-01-30T11:40:00Z,1617.25,1617.25,1617.25,1617.25
AAPL,2019-01-30T11:45:00Z,163.07,163.2,163.01,163.01
SBER,2019-01-30T11:45:00Z,214.81,215.1,214.78,215
AAPL,2019-01-30T11:50:00Z,163.2,163.24,162.07,163.24
SBER,2019-01-30T11:50:00Z,215,215.05,214.75,215
AAPL,2019-01-30T11:55:00Z,163.01,163.01,163.01,163.01
SBER,2019-01-30T11:55:00Z,215,215.04,214.82,214.85
AAPL,2019-01-30T12:00:00Z,163.2,163.3,163.02,163.03
SBER,2019-01-30T12:00:00Z,214.85,214.85,214.46,214.59
AAPL,2019-01-30T12:05:00Z,163.33,163.34,163.02,163.02
SBER,2019-01-30T12:05:00Z,214.59,214.74,214.55,214.66
AAPL,2019-01-30T12:10:00Z,163.02,163.2,163,163
SBER,2019-01-30T12:10:00Z,214.71,214.71,214.16,214.24
AMZN,2019-01-30T12:10:00Z,1617.31,1617.31,1617.31,1617.31
AAPL,2019-01-30T12:15:00Z,163.2,163.2,162.8,163.03
SBER,2019-01-30T12:15:00Z,214.3,214.52,214.15,214.42
AAPL,2019-01-30T12:20:00Z,162.96,163.03,162.67,163.03
SBER,2019-01-30T12:20:00Z,214.38,214.51,214.38,214.46
AAPL,2019-01-30T12:25:00Z,162.76,162.76,162.73,162.73
SBER,2019-01-30T12:25:00Z,214.46,214.55,214.4,214.4
AAPL,2019-01-30T12:30:00Z,163.16,163.29,162.81,163
SBER,2019-01-30T12:30:00Z,214.4,214.9,214.4,214.72
AMZN,2019-01-30T12:30:00Z,1620,1620.99,1620,1620.99
AAPL,2019-01-30T12:35:00Z,163.07,163.15,162.85,163
SBER,2019-01-30T12:35:00Z,214.77,214.84,214.55,214.66
AMZN,2019-01-30T12:35:00Z,1621.63,1622.6,1621.4,1622.6
AAPL,2019-01-30T12:40:00Z,162.9,163,162.73,162.78
SBER,2019-01-30T12:40:00Z,214.76,214.77,214.41,214.51
AMZN,2019-01-30T12:40:00Z,1622.11,1622.49,1621.27,1622.45
AAPL,2019-01-30T12:45:00Z,162.77,163.15,162.77,162.92
SBER,2019-01-30T12:45:00Z,214.5,214.65,214.41,214.55
AMZN,2019-01-30T12:45:00Z,1621.69,1622,1620,1620
AAPL,2019-01-30T12:50:00Z,162.86,162.88,162.75,162.8
SBER,2019-01-30T12:50:00Z,214.55,214.6,214.41,214.45
AMZN,2019-01-30T12:50:00Z,1620.95,1621.59,1620.41,1621
AAPL,2019-01-30T12:55:00Z,162.87,162.98,162.6,162.7
SBER,2019-01-30T12:55:00Z,214.45,214.57,214.15,214.15
AMZN,2019-01-30T12:55:00Z,1621.53,1621.53,1620.59,1621.15
AAPL,2019-01-30T13:00:00Z,162.79,162.82,162.2,162.2
SBER,2019-01-30T13:00:00Z,214.22,214.3,213.63,213.8
AMZN,2019-01-30T13:00:00Z,1621.74,1622.95,1621.74,1622.12
AAPL,2019-01-30T13:05:00Z,162.21,162.4,161.8,161.9
SBER,2019-01-30T13:05:00Z,213.81,213.9,213.55,213.67
AMZN,2019-01-30T13:05:00Z,1622.5,1622.8,1621.08,1621.78
AAPL,2019-01-30T13:10:00Z,161.83,162.22,161.54,161.85
SBER,2019-01-30T13:10:00Z,213.69,213.8,213.55,213.74
AMZN,2019-01-30T13:10:00Z,1621.25,1622.01,1621,1622.01
AAPL,2019-01-30T13:15:00Z,162,162.35,161.92,162.11
SBER,2019-01-30T13:15:00Z,213.71,213.83,213.7,213.78
AMZN,2019-01-30T13:15:00Z,1621.5,1621.5,1620.21,1621.5
AAPL,2019-01-30T13:20:00Z,162.06,162.09,161.75,161.75
SBER,2019-01-30T13:20:00Z,213.77,214,213.66,213.95
AMZN,2019-01-30T13:20:00Z,1621,1621,1617.55,1617.75
AAPL,2019-01-30T13:25:00Z,161.83,161.86,161.48,161.61
SBER,2019-01-30T13:25:00Z,213.86,213.91,213.64,213.77
AMZN,2019-01-30T13:25:00Z,1617.72,1618,1617,1617.6
AAPL,2019-01-30T13:30:00Z,161.67,161.92,161.55,161.57
SBER,2019-01-30T13:30:00Z,213.8,214.1,213.76,213.88
AMZN,2019-01-30T13:30:00Z,1616.2,1620.98,1616.2,1620.39
AAPL,2019-01-30T13:35:00Z,161.62,161.63,161.11,161.63
SBER,2019-01-30T13:35:00Z,213.87,213.88,213.68,213.78
AMZN,2019-01-30T13:35:00Z,1620.18,1620.18,1618.09,1618.99
AAPL,2019-01-30T13:40:00Z,161.67,161.99,161.56,161.99
SBER,2019-01-30T13:40:00Z,213.79,214.16,213.77,214.06
AMZN,2019-01-30T13:40:00Z,1619.99,1619.99,1619.21,1619.21
AAPL,2019-01-30T13:45:00Z,162,162.27,161.73,162.2
SBER,2019-01-30T13:45:00Z,214,214.1,213.78,213.83
AMZN,2019-01-30T13:45:00Z,1619.69,1620.9,1619.69,1620
AAPL,2019-01-30T13:50:00Z,162.26,162.27,161.63,161.83
SBER,2019-01-30T13:50:00Z,213.8,214.02,213.76,213.87
AMZN,2019-01-30T13:50:00Z,1621.49,1623,1620.18,1621.71
AAPL,2019-01-30T13:55:00Z,161.85,162.17,161.65,162.01
SBER,2019-01-30T13:55:00Z,213.88,214.02,213.75,213.82
AMZN,2019-01-30T13:55:00Z,1620.75,1622.95,1620.75,1622.95
AAPL,2019-01-30T14:00:00Z,162,162.5,161.96,162.4
SBER,2019-01-30T14:00:00Z,213.82,213.99,213.6,213.94
AMZN,2019-01-30T14:00:00Z,1622.75,1623.82,1622.5,1623.39
AAPL,2019-01-30T14:05:00Z,162.38,162.75,162.38,162.58
SBER,2019-01-30T14:05:00Z,213.94,214.05,213.7,213.74
AMZN,2019-01-30T14:05:00Z,1622.51,1623.95,1622.51,1623.34
AAPL,2019-01-30T14:10:00Z,162.58,163.29,162.58,163.1
SBER,2019-01-30T14:10:00Z,213.74,213.86,213.63,213.81
AMZN,2019-01-30T14:10:00Z,1623.44,1623.95,1622.02,1622.02
AAPL,2019-01-30T14:15:00Z,163.1,163.12,162.65,162.7
SBER,2019-01-30T14:15:00Z,213.78,213.79,213.23,213.6
AMZN,2019-01-30T14:15:00Z,1623.37,1623.37,1621,1621.44
AAPL,2019-01-30T14:20:00Z,162.7,163.09,162.7,162.88
SBER,2019-01-30T14:20:00Z,213.6,213.82,213.51,213.7
AMZN,2019-01-30T14:20:00Z,1621.59,1622.43,1620.26,1622.43
AAPL,2019-01-30T14:25:00Z,162.87,163.38,162.76,163.27
SBER,2019-01-30T14:25:00Z,213.7,214.3,213.57,214.11
AMZN,2019-01-30T14:25:00Z,1622,1623.95,1621,1622.25
AAPL,2019-01-30T14:30:00Z,163.24,163.33,161.66,161.68
SBER,2019-01-30T14:30:00Z,214.05,214.47,213.89,214.28
AMZN,2019-01-30T14:30:00Z,1622.19,1632.36,1619.6,1630.56
AAPL,2019-01-30T14:35:00Z,161.69,162.63,161.69,162.31
SBER,2019-01-30T14:35:00Z,214.29,214.49,214.19,214.28
AMZN,2019-01-30T14:35:00Z,1630.4,1641.12,1630,1639.84
AAPL,2019-01-30T14:40:00Z,162.29,162.37,161.36,161.43
SBER,2019-01-30T14:40:00Z,214.27,214.28,213.81,213.92
AMZN,2019-01-30T14:40:00Z,1639.55,1640.36,1635.39,1637.05
AAPL,2019-01-30T14:45:00Z,161.44,162.06,161.42,161.75
SBER,2019-01-30T14:45:00Z,213.95,214.09,213.78,214.01
AMZN,2019-01-30T14:45:00Z,1638,1642.34,1637.3,1638
AAPL,2019-01-30T14:50:00Z,161.75,161.89,161.18,161.34
SBER,2019-01-30T14:50:00Z,214,214.1,213.71,213.75
AMZN,2019-01-30T14:50:00Z,1638.44,1641.6,1636.21,1637.64
AAPL,2019-01-30T14:55:00Z,161.36,161.53,160.66,160.76
SBER,2019-01-30T14:55:00Z,213.79,213.83,213.31,213.33
AMZN,2019-01-30T14:55:00Z,1637.88,1638.92,1634.4,1636
AAPL,2019-01-30T15:00:00Z,160.75,160.96,160.36,160.44
SBER,2019-01-30T15:00:00Z,213.33,213.33,212.74,212.8
AMZN,2019-01-30T15:00:00Z,1635.44,1639.09,1631.86,1632.01
AAPL,2019-01-30T15:05:00Z,160.43,161.22,160.23,160.77
SBER,2019-01-30T15:05:00Z,212.8,213.14,212.75,212.88
AMZN,2019-01-30T15:05:00Z,1631.65,1635.33,1630.58,1633
AAPL,2019-01-30T15:10:00Z,160.85,161.65,160.63,161.56
SBER,2019-01-30T15:10:00Z,212.88,212.9,212.33,212.68
AMZN,2019-01-30T15:10:00Z,1633.03,1635.6,1631.36,1635.01
AAPL,2019-01-30T15:15:00Z,161.55,161.86,161.23,161.84
SBER,2019-01-30T15:15:00Z,212.68,212.75,212.22,212.61
AMZN,2019-01-30T15:15:00Z,1634.75,1636.78,1633.45,1636.75
AAPL,2019-01-30T15:20:00Z,161.83,162.06,161.71,161.9
SBER,2019-01-30T15:20:00Z,212.61,212.87,212.5,212.79
AMZN,2019-01-30T15:20:00Z,1636.55,1639.39,1636,1638
AAPL,2019-01-30T15:25:00Z,161.91,162.28,161.91,162.11
SBER,2019-01-30T15:25:00Z,212.79,213.13,212.76,212.83
AMZN,2019-01-30T15:25:00Z,1638,1639.99,1637.61,1638.96
AAPL,2019-01-30T15:30:00Z,162.11,162.43,162.07,162.11
SBER,2019-01-30T15:30:00Z,212.83,213.15,212.83,212.92
AMZN,2019-01-30T15:30:00Z,1639.37,1641.99,1639.37,1640.62
AAPL,2019-01-30T15:35:00Z,162.1,162.37,162.04,162.2
SBER,2019-01-30T15:35:00Z,212.9,212.99,212.56,212.9
AMZN,2019-01-30T15:35:00Z,1640.84,1642.21,1638.56,1640.84
AAPL,2019-01-30T15:40:00Z,162.2,162.24,161.81,162.02
AMZN,2019-01-30T15:40:00Z,1641,1643.28,1640,1643.1
AAPL,2019-01-30T15:45:00Z,162,162.35,161.98,162.1
SBER,2019-01-30T15:45:00Z,213.14,213.14,213.14,213.14
AMZN,2019-01-30T15:45:00Z,1643.33,1643.6,1641.63,1643
AAPL,2019-01-30T15:50:00Z,162.1,162.38,162.04,162.23
AMZN,2019-01-30T15:50:00Z,1642.79,1643.2,1641.41,1641.98
AAPL,2019-01-30T15:55:00Z,162.25,162.67,162.25,162.54
AMZN,2019-01-30T15:55:00Z,1641.89,1643.81,1641.41,1643
AAPL,2019-01-30T16:00:00Z,162.55,162.84,162.37,162.78
AMZN,2019-01-30T16:00:00Z,1643.37,1647.42,1642.87,1646.05
AAPL,2019-01-30T16:05:00Z,162.81,162.84,162.35,162.49
AMZN,2019-01-30T16:05:00Z,1646.54,1647.4,1644.66,1645.94
AAPL,2019-01-30T16:10:00Z,162.51,162.72,162.41,162.58
AMZN,2019-01-30T16:10:00Z,1645.71,1646.56,1644.06,1644.63
AAPL,2019-01-30T16:15:00Z,162.59,163.06,162.55,162.83
AMZN,2019-01-30T16:15:00Z,1644.9,1645.75,1643.66,1644.71
AAPL,2019-01-30T16:20:00Z,162.83,163.11,162.83,163.11
AMZN,2019-01-30T16:20:00Z,1644.78,1645.46,1643.66,1644.75
AAPL,2019-01-30T16:25:00Z,163.1,163.13,162.65,162.66
AMZN,2019-01-30T16:25:00Z,1644.5,1645,1642.42,1643.32
AAPL,2019-01-30T16:30:00Z,162.67,162.7,162.23,162.45
AMZN,2019-01-30T16:30:00Z,1642.98,1644.43,1641.62,1643.19
AAPL,2019-01-30T16:35:00Z,162.44,162.5,161.93,162.17
AMZN,2019-01-30T16:35:00Z,1643.4,1643.45,1641.22,1642.44
AAPL,2019-01-30T16:40:00Z,162.17,162.33,162,162.32
AMZN,2019-01-30T16:40:00Z,1642.99,1645.86,1642.96,1645.58
AAPL,2019-01-30T16:45:00Z,162.33,162.41,162.11,162.15
AMZN,2019-01-30T16:45:00Z,1645.72,1647.01,1644.51,1644.7
AAPL,2019-01-30T16:50:00Z,162.13,162.13,161.87,162.02
AMZN,2019-01-30T16:50:00Z,1644.88,1646.47,1644,1645.84
AAPL,2019-01-30T16:55:00Z,162.02,162.32,161.85,162.3
AMZN,2019-01-30T16:55:00Z,1646,1647.59,1645.64,1647.41
AAPL,2019-01-30T17:00:00Z,162.3,162.33,162.02,162.15
AMZN,2019-01-30T17:00:00Z,1647.46,1649.4,1647.03,1648.79
AAPL,2019-01-30T17:05:00Z,162.13,162.16,161.9,161.94
